name,lat,lon
川島,36.295918,139.916382
玉戸,36.298547,139.93845
下館,36.304197,139.97866
新治,36.328082,140.039076
大和,36.345567,140.073216
岩瀬,36.359377,140.108739
羽黒,36.355292,140.142947
福原,36.351507,140.187249
稲田,36.368903,140.21501
笠間,36.373056,140.246515
宍戸,36.344763,140.288243
友部,36.350597,140.306306
宇都宮,36.559246,139.898389
鶴田,36.538319,139.858818
鹿沼,36.571222,139.762961
文挟,36.637716,139.727778
下野大沢,36.686427,139.732367
今市,36.720388,139.687348
日光,36.7474,139.62215
高崎,36.322239,139.012354
高崎問屋町,36.346097,139.017089
井野,36.357457,139.023247
新前橋,36.378936,139.046924
前橋,36.383399,139.072833
前橋大島,36.370585,139.109557
駒形,36.354145,139.139483
伊勢崎,36.326849,139.193704
国定,36.359018,139.242463
岩宿,36.395861,139.297058
桐生,36.41109,139.33319
小俣,36.37496,139.374416
山前,36.347369,139.411322
足利,36.331888,139.456295
あしかがフラワーパーク,36.315167,139.518611
富田,36.316209,139.52865
佐野,36.316668,139.578858
岩舟,36.326561,139.657955
大平下,36.344315,139.697264
栃木,36.371912,139.731037
思川,36.351044,139.781079
小山,36.312747,139.806241
高崎,36.322239,139.012354
高崎問屋町,36.346097,139.017089
井野,36.357457,139.023247
新前橋,36.378936,139.046924
群馬総社,36.415574,139.032221
八木原,36.463738,139.019239
渋川,36.491251,139.008786
敷島,36.537636,139.033897
津久田,36.561063,139.042806
岩本,36.602184,139.047438
沼田,36.642513,139.035734
後閑,36.679547,139.000078
上牧,36.735616,138.984533
水上,36.778614,138.9688
湯檜曽,36.802683,138.986209
土合,36.830696,138.967959
土樽,36.875277,138.861446
越後中里,36.910398,138.84846
岩原スキー場前,36.924146,138.839438
越後湯沢,36.935799,138.809227
石打,36.988663,138.804221
大沢,37.02117,138.82131
上越国際スキー場前,37.028755,138.827973
塩沢,37.041463,138.848399
六日町,37.067065,138.875872
五日町,37.1199,138.908346
浦佐,37.167488,138.922798
八色,37.191747,138.934854
小出,37.233581,138.953526
越後堀之内,37.23913,138.928003
北堀之内,37.25588,138.896372
越後川口,37.272983,138.861514
小千谷,37.309822,138.813233
越後滝谷,37.368724,138.834932
宮内,37.422223,138.840204
長岡,37.447787,138.853927
東京,35.681391,139.766103
上野,35.71379,139.777043
小淵沢,35.863808,138.316351
甲斐小泉,35.879533,138.359402
甲斐大泉,35.89624,138.409564
清里,35.919093,138.436589
野辺山,35.955289,138.474448
信濃川上,35.975939,138.527345
佐久広瀬,36.003724,138.519349
佐久海ノ口,36.021128,138.490807
海尻,36.041276,138.473536
松原湖,36.060995,138.470509
小海,36.08862,138.482806
馬流,36.101824,138.485963
高岩,36.115711,138.477438
八千穂,36.133281,138.477345
海瀬,36.155743,138.485894
羽黒下,36.166411,138.489618
青沼,36.181259,138.489162
臼田,36.194013,138.488309
龍岡城,36.204184,138.490708
太田部,36.220307,138.4878
中込,36.23062,138.479389
滑津,36.238716,138.475003
北中込,36.254923,138.476661
岩村田,36.27446,138.4724
佐久平,36.277929,138.464367
中佐都,36.280856,138.453549
美里,36.292243,138.450177
三岡,36.30415,138.44846
乙女,36.311371,138.440527
東小諸,36.317057,138.432144
小諸,36.326337,138.422021
富士,35.151497,138.651225
柚木,35.157468,138.639157
竪堀,35.168075,138.645881
入山瀬,35.188276,138.647622
富士根,35.205251,138.63562
源道寺,35.214463,138.627057
富士宮,35.221409,138.614924
西富士宮,35.225456,138.602567
沼久保,35.199278,138.584283
芝川,35.197272,138.563845
稲子,35.230454,138.536892
十島,35.230153,138.515802
井出,35.247449,138.490989
寄畑,35.264832,138.474932
内船,35.282183,138.465068
甲斐大島,35.32817,138.45218
身延,35.361397,138.453021
塩之沢,35.379626,138.453887
波高島,35.418624,138.459747
下部温泉,35.425751,138.472359
甲斐常葉,35.444779,138.476975
市ノ瀬,35.462345,138.482154
久那土,35.48144,138.467391
甲斐岩間,35.492539,138.463057
落居,35.503612,138.471256
鰍沢口,35.541375,138.470916
市川大門,35.560451,138.493276
市川本町,35.560684,138.502028
芦川,35.563087,138.511241
甲斐上野,35.569592,138.520465
東花輪,35.594749,138.526935
小井川,35.604442,138.528523
常永,35.616877,138.532909
国母,35.630567,138.552113
甲斐住吉,35.63658,138.569892
南甲府,35.643496,138.577274
善光寺,35.65985,138.589278
金手,35.662264,138.578845
甲府,35.667054,138.569015
篠ノ井,36.5771,138.138046
今井,36.595732,138.145347
川中島,36.614167,138.150679
安茂里,36.630262,138.161791
長野,36.643307,138.189101
直江津,37.170251,138.242265
黒井,37.1837,138.267518
犀潟,37.210345,138.305154
土底浜,37.222719,138.324779
潟町,37.234135,138.339902
上下浜,37.252178,138.361569
柿崎,37.277732,138.385933
米山,37.316804,138.431266
笠島,37.335794,138.467221
青海川,37.346143,138.486169
鯨波,37.355828,138.517263
柏崎,37.363495,138.556303
茨目,37.356986,138.586714
安田,37.341155,138.612057
北条,37.338262,138.636954
越後広田,37.357354,138.661243
長鳥,37.366405,138.684063
塚山,37.355114,138.729829
越後岩塚,37.38629,138.756372
来迎寺,37.397136,138.783523
前川,37.401795,138.823865
宮内,37.422223,138.840204
長岡,37.447787,138.853927
北長岡,37.468768,138.86247
押切,37.50467,138.880988
見附,37.540094,138.904792
帯織,37.572975,138.92848
東光寺,37.593098,138.942956
三条,37.620962,138.960593
東三条,37.628491,138.973703
保内,37.639322,139.014608
加茂,37.658806,139.048959
羽生田,37.693613,139.060715
田上,37.719035,139.074599
矢代田,37.748863,139.095654
古津,37.7727,139.114252
新津,37.800383,139.121445
さつき野,37.812731,139.117466
荻川,37.833307,139.111477
亀田,37.877154,139.108065
越後石山,37.896407,139.095429
新潟,37.912299,139.060869
新潟,37.912299,139.060869
東新潟,37.908773,139.108685
大形,37.915518,139.129272
新崎,37.922478,139.158558
早通,37.92109,139.178173
豊栄,37.919351,139.215347
黒山,37.937128,139.241177
佐々木,37.949716,139.270099
西新発田,37.942097,139.303474
新発田,37.94412,139.335189
長野,36.643307,138.189101
北長野,36.665123,138.222534
三才,36.686674,138.244079
豊野,36.710642,138.274458
信濃浅野,36.722011,138.294784
立ケ花,36.731257,138.307057
上今井,36.753947,138.319478
替佐,36.768999,138.323385
蓮,36.80888,138.349026
飯山,36.847642,138.359335
北飯山,36.85883,138.363765
信濃平,36.884918,138.378479
戸狩野沢温泉,36.916673,138.392952
上境,36.937916,138.419151
上桑名川,36.962559,138.441204
桑名川,36.975882,138.458007
西大滝,36.979169,138.480872
信濃白鳥,36.983591,138.50302
平滝,36.986041,138.533723
横倉,36.979875,138.55031
森宮野原,36.989447,138.57733
足滝,36.998958,138.603625
越後田中,37.005316,138.627058
津南,37.023503,138.639326
越後鹿渡,37.048054,138.671592
越後田沢,37.055387,138.694731
越後水沢,37.074324,138.718056
土市,37.097457,138.72951
十日町,37.134562,138.756188
魚沼中条,37.159467,138.772491
下条,37.198324,138.779989
越後岩沢,37.240753,138.797097
内ケ巻,37.250008,138.851833
越後川口,37.272983,138.861514
柏崎,37.363495,138.556303
東柏崎,37.373867,138.565802
西中通,37.392456,138.592651
荒浜,37.404699,138.601752
刈羽,37.430047,138.61955
西山,37.448375,138.64177
礼拝,37.459221,138.66392
石地,37.484132,138.688101
小木ノ城,37.515431,138.70402
出雲崎,37.531857,138.716291
妙法寺,37.566405,138.742037
小島谷,37.57455,138.771225
桐原,37.601553,138.792279
寺泊,37.620349,138.814519
分水,37.629032,138.839038
粟生津,37.653988,138.873484
南吉田,37.671999,138.870984
吉田,37.687111,138.878377
北吉田,37.702037,138.882209
岩室,37.721382,138.879881
巻,37.756753,138.889506
越後曽根,37.793544,138.911094
越後赤塚,37.816008,138.908201
内野西が丘,37.846355,138.926647
内野,37.85824,138.936615
新潟大学前,37.869178,138.95442
寺尾,37.879106,138.973742
小針,37.889591,138.991359
青山,37.898546,139.000813
関屋,37.906015,139.015087
白山,37.911829,139.029955
新潟,37.912299,139.060869
松本,36.230393,137.96445
北松本,36.236971,137.960983
島内,36.246991,137.944817
島高松,36.246322,137.931576
梓橋,36.250162,137.918027
一日市場,36.2596,137.904136
中萱,36.273434,137.903353
南豊科,36.291124,137.903457
豊科,36.299957,137.900896
柏矢町,36.322529,137.888349
穂高,36.33906,137.881869
有明,36.359949,137.878236
安曇追分,36.371795,137.872736
細野,36.397107,137.865722
北細野,36.406439,137.862725
信濃松川,36.424456,137.858631
安曇沓掛,36.447795,137.854784
信濃常盤,36.467403,137.847148
南大町,36.491536,137.856269
信濃大町,36.50031,137.861674
北大町,36.517558,137.857913
信濃木崎,36.535643,137.846189
稲尾,36.554058,137.842575
海ノ口,36.565652,137.841824
簗場,36.594666,137.844724
ヤナバスキー場前,36.605851,137.855039
南神城,36.637105,137.841551
神城,36.658287,137.846586
飯森,36.670563,137.85006
白馬,36.695922,137.863819
信濃森上,36.711132,137.871991
白馬大池,36.739918,137.885531
千国,36.763249,137.900895
南小谷,36.774604,137.908372
中土,36.80558,137.907879
北小谷,36.842567,137.906451
平岩,36.88688,137.86561
小滝,36.938155,137.85945
根知,36.966683,137.86711
頸城大野,37.006124,137.872447
姫川,37.020339,137.860914
糸魚川,37.043631,137.861311
弥彦,37.699161,138.831761
矢作,37.690649,138.851669
吉田,37.687111,138.878377
西燕,37.679819,138.909232
燕,37.667613,138.928419
燕三条,37.648824,138.939274
北三条,37.632702,138.956006
東三条,37.628491,138.973703
名古屋,35.170694,136.881637
金山,35.142928,136.900517
鶴舞,35.156416,136.917436
千種,35.170168,136.930665
大曽根,35.191508,136.937161
新守山,35.207283,136.951207
勝川,35.22982,136.956285
春日井,35.243139,136.985307
神領,35.256234,137.010006
高蔵寺,35.26434,137.043766
定光寺,35.278015,137.080981
古虎渓,35.302955,137.101011
多治見,35.334774,137.120294
土岐市,35.359708,137.182082
瑞浪,35.369081,137.252017
釜戸,35.411103,137.30501
武並,35.437938,137.35417
恵那,35.455063,137.407764
美乃坂本,35.479286,137.450364
中津川,35.50036,137.502867
落合川,35.525116,137.530034
坂下,35.574218,137.531094
田立,35.588281,137.54893
南木曽,35.598896,137.608672
十二兼,35.645418,137.617569
野尻,35.673042,137.636152
大桑,35.684477,137.664224
須原,35.69769,137.694844
倉本,35.732939,137.714338
上松,35.784068,137.693283
木曽福島,35.843669,137.69343
原野,35.871245,137.741536
宮ノ越,35.888337,137.763794
藪原,35.930152,137.784368
奈良井,35.969476,137.816195
木曽平沢,35.979108,137.832613
贄川,36.014008,137.86091
日出塩,36.049004,137.894804
洗馬,36.087164,137.916842
塩尻,36.114364,137.947961
塩尻,36.114364,137.947961
広丘,36.148032,137.949578
村井,36.174226,137.956007
平田,36.191161,137.962017
南松本,36.210447,137.969505
松本,36.230393,137.96445
田沢,36.301583,137.941029
明科,36.353948,137.929967
西条,36.400353,138.012377
坂北,36.430663,138.015754
聖高原,36.455069,138.047603
冠着,36.457215,138.079223
姨捨,36.502649,138.093388
稲荷山,36.552633,138.108061
篠ノ井,36.5771,138.138046
豊橋,34.762734,137.382128
船町,34.775809,137.374001
下地,34.780939,137.370612
小坂井,34.797544,137.363056
牛久保,34.808563,137.381671
豊川,34.822519,137.397157
三河一宮,34.847911,137.414549
長山,34.864449,137.431458
江島,34.868029,137.441518
東上,34.876278,137.455236
野田城,34.889282,137.477861
新城,34.901112,137.49304
東新町,34.906129,137.502928
茶臼山,34.910334,137.514424
三河東郷,34.912224,137.527242
大海,34.930164,137.548682
鳥居,34.920834,137.551537
長篠城,34.92599,137.565
本長篠,34.932664,137.576848
三河大野,34.952038,137.602987
湯谷温泉,34.970516,137.613026
三河槙原,34.988589,137.621022
柿平,34.990587,137.644048
三河川合,35.001722,137.663991
池場,35.024418,137.704066
東栄,35.02901,137.713812
出馬,35.049322,137.744276
上市場,35.050202,137.752364
浦川,35.056355,137.763608
早瀬,35.060521,137.775126
下川合,35.069321,137.786422
中部天竜,35.085283,137.802898
佐久間,35.091877,137.809783
相月,35.114988,137.854345
城西,35.131569,137.86198
向市場,35.154067,137.869446
水窪,35.163371,137.870501
大嵐,35.190466,137.818509
小和田,35.209862,137.835971
中井侍,35.235913,137.834912
伊那小沢,35.25406,137.834709
鶯巣,35.267286,137.832595
平岡,35.273652,137.853574
為栗,35.311687,137.848503
温田,35.336273,137.841294
田本,35.348988,137.837922
門島,35.375306,137.814151
唐笠,35.402338,137.810254
金野,35.419128,137.817149
千代,35.428949,137.816754
天竜峡,35.441114,137.81732
天竜峡,35.441114,137.81732
川路,35.452946,137.815564
時又,35.46402,137.82776
駄科,35.4754,137.839625
毛賀,35.487445,137.839332
伊那八幡,35.49683,137.84154
下山村,35.50426,137.83959
鼎,35.506726,137.828383
切石,35.512339,137.809098
飯田,35.519544,137.821244
桜町,35.522147,137.829601
伊那上郷,35.520164,137.838984
元善光寺,35.533843,137.861375
下市田,35.544165,137.87641
市田,35.549325,137.886578
下平,35.572597,137.895922
山吹,35.577758,137.903282
伊那大島,35.595698,137.913222
上片桐,35.617583,137.904064
伊那田島,35.627221,137.910338
高遠原,35.644693,137.90055
七久保,35.654645,137.911346
伊那本郷,35.66543,137.93248
飯島,35.677571,137.929004
田切,35.695613,137.933092
伊那福岡,35.712233,137.93398
小町屋,35.726781,137.935207
駒ケ根,35.736219,137.936862
大田切,35.748162,137.940159
宮田,35.76726,137.938897
赤木,35.777887,137.943943
沢渡,35.803681,137.944035
下島,35.812706,137.940055
伊那市,35.838435,137.959196
伊那北,35.84524,137.964368
田畑,35.860791,137.97781
北殿,35.879377,137.984059
木ノ下,35.900892,137.988022
伊那松島,35.913865,137.988647
沢,35.936385,137.985477
羽場,35.953094,137.985126
伊那新町,35.9688,137.984056
宮木,35.976247,137.990509
辰野,35.984565,137.997238
米原,35.314657,136.289992
坂田,35.335777,136.287743
田村,35.356307,136.281813
長浜,35.378828,136.264901
虎姫,35.424539,136.257385
河毛,35.448425,136.249519
高月,35.470337,136.237716
木ノ本,35.505933,136.221706
余呉,35.53382,136.197591
近江塩津,35.53978,136.151236
新疋田,35.594239,136.100558
敦賀,35.644767,136.076488
南今庄,35.757424,136.184723
今庄,35.772947,136.199279
湯尾,35.803251,136.193007
南条,35.831956,136.193391
王子保,35.866259,136.165595
武生,35.903254,136.170913
鯖江,35.943355,136.188852
北鯖江,35.971496,136.198452
大土呂,36.010546,136.216519
越前花堂,36.038771,136.218073
福井,36.062057,136.223516
森田,36.109381,136.222516
春江,36.129004,136.228487
丸岡,36.162595,136.233502
芦原温泉,36.214542,136.235069
細呂木,36.24125,136.256968
牛ノ谷,36.259409,136.281618
大聖寺,36.300311,136.314205
加賀温泉,36.320562,136.350337
動橋,36.328428,136.383027
粟津,36.35575,136.424544
小松,36.402545,136.452926
明峰,36.425302,136.463114
能美根上,36.452053,136.459721
小舞子,36.476371,136.474925
美川,36.486001,136.489205
加賀笠間,36.502935,136.527434
松任,36.526706,136.566205
野々市,36.541644,136.598044
西金沢,36.553212,136.621225
金沢,36.578117,136.648166
岐阜,35.409532,136.756514
長森,35.402024,136.802981
那加,35.400538,136.835466
蘇原,35.403167,136.871434
各務ケ原,35.403812,136.901106
鵜沼,35.397897,136.945122
坂祝,35.426359,136.976868
美濃太田,35.445617,137.019467
古井,35.457295,137.047497
中川辺,35.487143,137.065086
下麻生,35.514973,137.087157
上麻生,35.541293,137.11863
白川口,35.579345,137.184824
下油井,35.633214,137.183137
飛騨金山,35.662118,137.164333
焼石,35.725763,137.200404
下呂,35.805345,137.239778
禅昌寺,35.848937,137.225184
飛騨萩原,35.874766,137.213568
上呂,35.910717,137.204562
飛騨宮田,35.928443,137.235595
飛騨小坂,35.950749,137.257084
渚,36.001416,137.287894
久々野,36.052273,137.276778
飛騨一ノ宮,36.08836,137.247588
高山,36.140574,137.251301
上枝,36.18095,137.245789
飛騨国府,36.211001,137.215895
飛騨古川,36.236727,137.189681
杉崎,36.250003,137.168638
飛騨細江,36.260926,137.146029
角川,36.30016,137.113223
坂上,36.327902,137.140979
打保,36.383737,137.181902
杉原,36.415806,137.192102
猪谷,36.471625,137.237975
楡原,36.529323,137.22872
笹津,36.562129,137.211437
東八尾,36.589645,137.174978
越中八尾,36.591391,137.138379
千里,36.634678,137.132396
速星,36.664135,137.160428
婦中鵜坂,36.676084,137.167625
西富山,36.699331,137.177029
富山,36.701384,137.213091
高岡,36.740948,137.015274
新高岡,36.727004,137.010459
二塚,36.714339,137.006141
林,36.704504,136.999379
戸出,36.684323,136.983898
油田,36.655124,136.970372
砺波,36.636424,136.953648
東野尻,36.618573,136.9435
高儀,36.606697,136.936007
福野,36.588541,136.923166
東石黒,36.57605,136.898166
福光,36.558121,136.878135
越中山田,36.538513,136.887522
城端,36.522012,136.901673
高岡,36.740948,137.015274
越中中川,36.749764,137.027851
能町,36.768259,137.039885
伏木,36.792306,137.05853
越中国分,36.805361,137.050729
雨晴,36.816484,137.037583
島尾,36.828423,137.01269
氷見,36.849899,136.990631
津幡,36.657895,136.730759
中津幡,36.67156,136.740279
本津幡,36.676673,136.732202
能瀬,36.693152,136.719898
宇野気,36.722795,136.70306
横山,36.747739,136.71685
高松,36.768541,136.728823
免田,36.795806,136.747581
宝達,36.819875,136.762229
敷浪,36.848094,136.773455
南羽咋,36.870324,136.774631
羽咋,36.897073,136.783332
千路,36.928139,136.801195
金丸,36.943344,136.835874
能登部,36.960867,136.869403
良川,36.976662,136.894628
能登二宮,36.984824,136.917389
徳田,37.007449,136.930295
七尾,37.041613,136.964501
和倉温泉,37.074663,136.925884
敦賀,35.644767,136.076488
敦賀港,35.663468,136.074922
福井,36.062057,136.223516
越前花堂,36.038771,136.218073
六条,36.028175,136.239594
足羽,36.020821,136.253607
越前東郷,36.018185,136.273561
一乗谷,36.013679,136.2974
越前高田,36.024759,136.318669
市波,36.019813,136.330463
小和清水,36.01732,136.351085
美山,35.998567,136.365082
越前薬師,36.005283,136.384336
越前大宮,36.000064,136.409694
計石,35.997589,136.434767
牛ケ原,35.998567,136.467349
北大野,35.997992,136.48795
越前大野,35.983294,136.496877
越前田野,35.987048,136.526884
越前富田,35.9909,136.541233
下唯野,35.974208,136.56027
柿ケ島,35.97243,136.570938
勝原,35.967512,136.597151
越前下山,35.920356,136.634832
九頭竜湖,35.90449,136.66146
東舞鶴,35.468601,135.394788
松尾寺,35.486018,135.450133
青郷,35.481584,135.4998
三松,35.488767,135.520561
若狭高浜,35.486423,135.547588
若狭和田,35.488664,135.581564
若狭本郷,35.482616,135.618834
加斗,35.480672,135.666145
勢浜,35.481192,135.708039
小浜,35.491643,135.745672
東小浜,35.485234,135.781053
新平野,35.473069,135.807198
上中,35.463638,135.855728
若狭有田,35.485536,135.868377
大鳥羽,35.504839,135.866872
十村,35.51595,135.896591
藤井,35.532198,135.906274
三方,35.555282,135.909259
気山,35.584887,135.909531
美浜,35.605138,135.936496
東美浜,35.614039,135.985614
粟野,35.617234,136.027225
西敦賀,35.617975,136.067787
敦賀,35.644767,136.076488
熱海,35.103573,139.077679
函南,35.108773,138.970984
三島,35.126253,138.911133
沼津,35.103011,138.860104
片浜,35.11825,138.818937
原,35.124915,138.793387
東田子の浦,35.136255,138.745441
吉原,35.143845,138.702768
富士,35.151497,138.651225
富士川,35.141119,138.618571
新蒲原,35.119599,138.608117
蒲原,35.114005,138.582752
由比,35.097108,138.552756
興津,35.052539,138.521865
清水,35.023248,138.488958
草薙,35.002854,138.442025
東静岡,34.985256,138.413118
静岡,34.971629,138.388579
安倍川,34.940961,138.364029
用宗,34.922512,138.36006
焼津,34.872261,138.318457
西焼津,34.859824,138.28552
藤枝,34.849511,138.252748
六合,34.836436,138.203502
島田,34.830159,138.173436
金谷,34.819049,138.125578
菊川,34.76176,138.085648
掛川,34.769463,138.014937
愛野,34.752257,137.961663
袋井,34.741377,137.92596
御厨,34.7183,137.885
磐田,34.710132,137.852244
豊田町,34.7121,137.82013
天竜川,34.716994,137.77923
浜松,34.703866,137.734759
浜松,34.703866,137.734759
高塚,34.690425,137.681303
舞阪,34.685701,137.626422
弁天島,34.690125,137.603058
新居町,34.694276,137.568953
鷲津,34.716819,137.546116
新所原,34.723205,137.484399
二川,34.725809,137.438966
豊橋,34.762734,137.382128
西小坂井,34.79708,137.352499
愛知御津,34.812624,137.316492
三河大塚,34.815744,137.28287
三河三谷,34.818546,137.247795
蒲郡,34.823078,137.226459
三河塩津,34.825295,137.201261
三ケ根,34.836449,137.176348
幸田,34.859926,137.16447
相見,34.886833,137.160389
岡崎,34.925417,137.157243
西岡崎,34.946572,137.123187
安城,34.959986,137.08716
三河安城,34.96968,137.060918
東刈谷,34.97741,137.043525
野田新町,34.984212,137.026355
刈谷,34.991156,137.008878
逢妻,34.998215,136.990544
大府,35.008665,136.961727
共和,35.035245,136.954599
南大高,35.055403,136.948244
大高,35.069244,136.940242
笠寺,35.095113,136.926321
熱田,35.130028,136.910502
金山,35.143323,136.90075
尾頭橋,35.146981,136.89102
名古屋,35.170694,136.881637
枇杷島,35.198681,136.861816
清洲,35.225406,136.834529
稲沢,35.252994,136.820942
尾張一宮,35.301765,136.797567
木曽川,35.349319,136.780726
岐阜,35.409532,136.756514
岐阜,35.409532,136.756514
西岐阜,35.404664,136.72341
穂積,35.396345,136.693834
大垣,35.367096,136.618288
荒尾,35.373454,136.583276
美濃赤坂,35.386677,136.582129
垂井,35.369587,136.531246
関ケ原,35.363726,136.470451
柏原,35.344593,136.402767
近江長岡,35.359307,136.373775
醒ケ井,35.327664,136.345135
米原,35.314657,136.289992
熱海,35.103573,139.077679
来宮,35.098723,139.065575
伊豆多賀,35.059411,139.066847
網代,35.043545,139.081245
宇佐美,35.005602,139.079778
伊東,34.9747,139.092125
国府津,35.280832,139.212932
下曽我,35.303554,139.183395
上大井,35.321883,139.163508
相模金子,35.33364,139.150753
松田,35.346843,139.137417
東山北,35.357637,139.10765
山北,35.360808,139.080212
谷峨,35.366561,139.038234
駿河小山,35.359113,138.997689
足柄,35.332233,138.981687
御殿場,35.299933,138.93424
南御殿場,35.277269,138.925789
富士岡,35.257299,138.920504
岩波,35.21498,138.919296
裾野,35.171372,138.909293
長泉なめり,35.147633,138.899364
下土狩,35.128379,138.895126
大岡,35.116158,138.881988
沼津,35.103011,138.860104
大府,35.008665,136.961727
尾張森岡,34.993826,136.970279
緒川,34.981372,136.971899
石浜,34.967813,136.972932
東浦,34.949574,136.970725
亀崎,34.918986,136.961058
乙川,34.903306,136.941344
半田,34.894167,136.930462
東成岩,34.874279,136.923416
武豊,34.853507,136.921244
多治見,35.334774,137.120294
小泉,35.349055,137.100421
根本,35.361548,137.090008
姫,35.382004,137.072078
下切,35.393777,137.063734
可児,35.422832,137.055345
美濃川合,35.444138,137.045309
美濃太田,35.445617,137.019467
名古屋,35.170694,136.881637
八田,35.148973,136.852258
春田,35.14318,136.813512
蟹江,35.142071,136.793908
永和,35.13285,136.764325
弥富,35.114026,136.725664
長島,35.098196,136.695751
桑名,35.06747,136.683832
朝日,35.033782,136.65803
富田,35.008124,136.653143
富田浜,34.996553,136.65004
四日市,34.962721,136.630168
南四日市,34.941514,136.609662
河原田,34.910684,136.598527
河曲,34.897878,136.568018
加佐登,34.890307,136.529907
井田川,34.868319,136.492658
亀山,34.850103,136.450451
亀山,34.850103,136.450451
関,34.849064,136.394777
加太,34.842639,136.340305
柘植,34.846993,136.255704
新堂,34.821168,136.206507
佐那具,34.804193,136.163171
伊賀上野,34.789143,136.122907
島ケ原,34.767686,136.054184
月ケ瀬口,34.762813,136.023703
大河原,34.77175,135.987635
笠置,34.759086,135.934289
加茂,34.752575,135.869609
亀山,34.850103,136.450451
下庄,34.81423,136.479628
一身田,34.76278,136.49938
津,34.73422,136.510486
阿漕,34.703554,136.50434
高茶屋,34.667277,136.51256
六軒,34.617494,136.507574
松阪,34.577053,136.535801
徳和,34.554016,136.553519
多気,34.516318,136.572777
相可,34.502725,136.545538
佐奈,34.478469,136.538986
栃原,34.444625,136.509286
川添,34.419739,136.473218
三瀬谷,34.394823,136.409183
滝原,34.360105,136.411976
阿曽,34.331342,136.411082
伊勢柏崎,34.299779,136.395394
大内山,34.278152,136.359284
梅ケ谷,34.258098,136.356555
紀伊長島,34.20937,136.339968
三野瀬,34.167771,136.282519
船津,34.142214,136.228763
相賀,34.111943,136.227099
尾鷲,34.074304,136.190168
大曽根浦,34.061901,136.222934
九鬼,34.016026,136.242703
三木里,34.001454,136.202518
賀田,33.971643,136.189747
二木島,33.939424,136.180882
新鹿,33.927886,136.144215
波田須,33.910091,136.138139
大泊,33.902242,136.11806
熊野市,33.889656,136.098745
有井,33.876213,136.085585
神志山,33.839881,136.062154
紀伊市木,33.827932,136.055371
阿田和,33.804806,136.042416
紀伊井田,33.759801,136.023846
鵜殿,33.736595,136.015364
新宮,33.725119,135.994099
柘植,34.846993,136.255704
油日,34.889691,136.22953
甲賀,34.9013,136.212679
寺庄,34.919078,136.185892
甲南,34.931804,136.16899
貴生川,34.952236,136.153806
三雲,34.983131,136.117777
甲西,35.000651,136.08236
石部,35.017685,136.052963
手原,35.027347,135.999237
草津,35.022913,135.962744
多気,34.516318,136.572777
外城田,34.497641,136.596997
田丸,34.488543,136.63402
宮川,34.503252,136.672506
山田上口,34.49581,136.694246
伊勢市,34.49126,136.709661
五十鈴ケ丘,34.495884,136.739797
二見浦,34.503753,136.77713
松下,34.496201,136.799134
池の浦シーサイド,34.491358,136.813691
鳥羽,34.486516,136.84279
松阪,34.577053,136.535801
上ノ庄,34.597996,136.499273
権現前,34.617691,136.482202
伊勢八太,34.647523,136.446916
一志,34.654894,136.436067
井関,34.642493,136.412653
伊勢大井,34.650013,136.385179
伊勢川口,34.64767,136.356849
関ノ宮,34.637693,136.339721
家城,34.625791,136.319246
伊勢竹原,34.599785,136.309081
伊勢鎌倉,34.574023,136.278349
伊勢八知,34.555355,136.263952
比津,34.531967,136.270716
伊勢奥津,34.512155,136.260031
米原,35.314657,136.289992
彦根,35.272216,136.263347
南彦根,35.246097,136.248
河瀬,35.225384,136.225285
稲枝,35.203312,136.194469
能登川,35.179897,136.165987
安土,35.142465,136.1335
近江八幡,35.122765,136.102715
篠原,35.099203,136.071679
野洲,35.068509,136.022487
守山,35.050513,135.996037
栗東,35.037448,135.980083
草津,35.022913,135.962744
南草津,35.003855,135.947362
瀬田,34.987223,135.925673
石山,34.97987,135.900228
膳所,34.999373,135.880539
大津,35.002997,135.864651
山科,34.992636,135.816647
京都,34.985465,135.757748
京都,34.985465,135.757748
西大路,34.981077,135.731702
桂川,34.964814,135.710391
向日町,34.954838,135.709804
長岡京,34.923483,135.700882
山崎,34.892257,135.679124
島本,34.881337,135.663385
高槻,34.8512,135.617016
摂津富田,34.837729,135.59336
JR総持寺,34.828611,135.577778
茨木,34.815091,135.56208
千里丘,34.791502,135.551512
岸辺,34.776812,135.541613
吹田,34.763209,135.523642
東淀川,34.73938,135.503915
新大阪,34.734136,135.501852
大阪,34.702398,135.495188
大阪,34.702398,135.495188
塚本,34.71271,135.468843
尼崎,34.731791,135.431685
立花,34.737875,135.399571
甲子園口,34.739052,135.374426
西宮,34.738985,135.348703
さくら夙川,34.739079,135.331093
芦屋,34.734207,135.307102
甲南山手,34.730616,135.292788
摂津本山,34.726661,135.27699
住吉,34.719595,135.261859
六甲道,34.714945,135.238588
摩耶,34.708667,135.225167
灘,34.705918,135.216578
三ノ宮,34.694766,135.195058
元町,34.689602,135.187401
神戸,34.679453,135.178221
京都,34.985465,135.757748
山科,34.992636,135.816647
大津京,35.024428,135.857268
唐崎,35.049795,135.866969
比叡山坂本,35.070403,135.878259
おごと温泉,35.097425,135.895046
堅田,35.12094,135.915107
小野,35.138832,135.922642
和邇,35.161588,135.922348
蓬莱,35.182594,135.915443
志賀,35.202348,135.924987
比良,35.219918,135.944198
近江舞子,35.236342,135.959294
